carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,9244.618145059352
1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,25764.754045790145
0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,10625.562464190534
0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,7556.732438511453
0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,5676.813338537149
0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,15398.18320270758
0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,15258.965301535443
0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,17903.788807413534
1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,38508.4492946615
1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,25047.127964667645
0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,10646.676306161637
1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,26549.5403657643
1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,15642.198418222857
0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,6123.324917369016
0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,9047.322690695413
0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,14893.229832718356
2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,36983.53524204877
1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,33231.15301370095
1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,29871.033172360523
2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,43012.860705744504
0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,7046.181022441059
0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,14837.084557872535
1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,24472.13585880166
0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,10518.032520770643
0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,10699.550664470848
0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,7357.620198461215
0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,24035.84390890555
1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,30334.273193682355
0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,7947.497641669774
0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,10145.629338236979
1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,14582.298659851805
0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,11360.289642169833
0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,11450.85434900637
0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,17054.320156313974
1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,23517.094644757366
0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,7170.931294931086
0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,20403.997939228386
1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,33699.10821387235
0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,17954.18308059184
1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,25852.257564433763
0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,11469.77909841536
0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,8806.613972197663
0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,8230.53681075218
0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,10438.695763661151
0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,10114.664386021883
0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,14819.371078606719
1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,39359.26656845931
0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,13100.464123715938
0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,14055.374031405338
0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,8039.050798232563
0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,8152.684936517419
0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,7943.449799723665
0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,17614.27888354766
1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,16136.503935922065
0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,7134.74237329783
0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,14407.872397215382
0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,13175.242150833827
0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,10011.42528646693
0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,10324.891536016032
1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,29466.06921007428
0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,8199.508903672338
1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,18630.870806993644
1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,32238.666913886642
0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,21226.647540509424
0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,10570.082308474035
0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,10882.480691515635
0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,10540.043596152638
0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,13786.858936675993
1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,23288.10198009071
0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,13585.860727535566
0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,18544.665073250508
1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,16505.20221924664
0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,13097.932826341259
1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,24783.201599129232
0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,13074.943454367853
0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,7604.540865263307
0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,15229.507252287194
0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,15309.981658514109
0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,22634.686051123193
0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,16826.069018846472
0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,7275.616714664084
0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,13655.01096523462
0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,9171.180309087606
0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,10647.2374219794
1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,29299.85961739326
0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,8794.245969556296
0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,18836.88798730804
0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,25033.0515643013
1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,27465.1350139841
1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,38883.00549024601
0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,6438.270599682324
0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,7429.0543006031185
1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,21110.622394614256
0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,20037.76898073222
1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,9980.168607212296
0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,12861.935739763498
1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,25836.820900111255
0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,9757.39994143822
1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,16330.423086329272
2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,34378.379418943114
1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,20122.076257299857
0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,17382.502666838853
0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,7218.073925738842
0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,9713.105217334582
0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,6931.633170040728
1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,21361.315316108426
0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,20260.41115119098
0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,12084.10124986848
0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,14460.615132572173
1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,31637.223622424794
0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,15847.706908912225
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,43203.699335310266
0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,8270.394863901238
0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,7132.611939067396
0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,8385.67850219085
0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,7636.804661739523
0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,10042.956284233816
0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,8251.528876348404
0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,15098.974398275177
1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,39056.89308452349
0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,10499.571366231654
2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,44732.90846290428
0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,9098.485686777125
0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,10376.89697345979
0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,14735.779283134998
1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,24078.105579729985
0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,13835.626845304812
0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,7590.660035383408
0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,9693.502192970129
0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,21195.719765161874
0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,7752.64813321956
0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,6595.796880451295
2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,39010.94973036009
0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,15039.411241731425
1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,29124.353024747106
1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,45607.33850793999
0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,11480.059866356478
0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,10018.462719273111
0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,16219.206457151044
0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,12367.157663680367
0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,11380.66402657143
1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,32082.16978871859
1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,32788.69878759178
0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,8458.76829699254
1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,30911.489614958864
0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,16151.251385964262
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,6855.94302338847
0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,11982.843173519139
0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,13785.89017750459
0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,21202.423164664488
1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,27184.324295933326
0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,8294.985148519801
1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,27934.70593789031
0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,7779.388034661783
0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,10203.720288601207
1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,40810.430793892614
0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,9935.735285139388
1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,15588.979573604749
1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,20456.397899056003
1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,23791.34897771978
1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,31133.29577974314
1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,39794.49502351536
0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,16013.662147379406
0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,20158.164678417455
2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,34277.66985042958
0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,12607.357976407417
0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,8219.411018388133
1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,28081.329378474707
0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,10541.524983648636
0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,7550.628330985707
0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,8558.315757594608
0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,9929.104813514954
1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,14411.922692022434
0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,22127.510533087905
1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,23485.717520545717
0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,5803.054057779751
1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,29565.104538273834
0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,7372.758438450548
0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,16970.3403236451
0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,9976.312204310183
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,8107.410090079757
2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,39604.10227151268
0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,8162.429777564838
1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,18698.744134919492
0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,6459.45568116302
0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,13883.835534379816
0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,7016.289220563809
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,24939.118770352252
1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,21596.387111164393
0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,17012.12899054339
0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,16456.851138659833
0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,20528.757799755505
0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,7557.528990170658
2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,46196.79179818435
0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,17773.424683110272
1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,20778.380471191267
1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,27168.569515106774
1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,19330.68542311111
0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,15980.220357366656
0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,10431.179890086645
0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,8567.491825533756
0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,22394.999754080498
0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,8216.956702076288
0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,22462.375783133124
0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,7496.307828296172
1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,23463.448691674355
1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,25156.04685828064
0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,7382.478816687043
0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,6613.897475919238
0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,12775.687416268212
1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,17482.95123079437
0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,9275.037492247191
1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,38855.692264044796
0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,17462.99925388962
1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,28008.41373907186
0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,8577.883171218862
0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,24532.828317773306
1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,17197.22502488734
2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,35937.645601426404
0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,6997.08737878596
0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,7041.355154858087
1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,16284.586425399852
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,16879.06274646045
0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,22442.65424724053
1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,21796.87155769312
1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,35592.08702253388
0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,10884.20141271732
0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,11586.02139581171
0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,6822.9017302083985
1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,13756.859034193169
0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,9236.014778128927
0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,7553.945168794087
0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,8425.10372478867
0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,17589.232403760434
1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,22025.12571698485
0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,16793.585612533087
0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,11839.302328253189
0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,15591.71838166888
0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,15803.225148442667
1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,30324.149931614305
0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,9009.416307351676
0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,17018.107194411838
0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,10853.84202134156
1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,16797.12620726024
1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,42019.53411360121
0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,8488.54016259523
0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,13155.352150200613
0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,7223.655383237785
0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,11024.099887459162
1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,16798.601675364815
0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,7769.691004859515
0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,8154.403768574156
1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,23149.82591439866
1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,27794.21852820673
0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,7532.080935044157
0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,13352.561138768779
0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,7459.263051507028
0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,16953.057962585874
0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,8699.133849555656
1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,30979.44324069484
0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,19459.135184138053
0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,16093.47316828552
0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,13635.594334080077
1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,17290.223140846127
0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,14436.248382793914
0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,5201.188577366538
1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,18857.74709927145
1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,24516.456683731147
1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,22815.13072032843
0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,9527.210464605629
0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,13144.725641360015
0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,15920.536641748842
0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,7386.759842070029
0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,16560.09428734666
1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0,19906.8984528063
1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,25711.400447548822
1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,31896.160155607413
0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,13039.389645284988
0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,12059.713072666307
0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,12342.631867550777
1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,23835.274277450204
0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,9335.356777405153
0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,5487.9532156614205
0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,7685.92975835194
0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,17855.417915148224
1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,23643.02290316091
1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,31318.707663381396
2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,39467.97205320637
1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,21312.212610902574
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,10721.75324844442
0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,6166.0713374013085
0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,17380.365249123915
1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,26639.24122966072
1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,20071.237860745416
1.0,Premium,I,VS2,61.6,59.0,6.47,6.39,3.96,21433.11060234164
1.35,Good,I,SI2,57.9,60.0,7.33,7.29,4.23,20772.540961202223
0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,7320.617732588991
1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,22912.33101322639
0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,6294.561108607472
1.2,Ideal,E,SI2,62.5,55.0,6.77,6.84,4.25,24683.267449068477
1.01,Ideal,F,VS1,62.5,54.0,6.46,6.43,4.03,28680.093735382332
1.2,Very Good,H,SI2,62.1,59.0,6.75,6.8,4.21,20613.320187158075
0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63,7527.847931284885
0.36,Ideal,E,VS1,61.4,56.0,4.59,4.63,2.83,9757.05712452894
1.21,Very Good,J,VS1,59.3,57.0,6.98,7.04,4.16,23083.226274678575
0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75,5623.512041128196
2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,39882.67704413101
0.31,Ideal,H,SI2,61.3,55.0,4.35,4.38,2.67,4435.027961846458
0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55,11394.86776236559
2.08,Very Good,H,SI2,63.4,59.0,8.06,8.0,5.09,34890.06039299915
0.36,Ideal,F,SI1,60.1,56.0,4.67,4.62,2.79,7399.097871272694
0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58,5160.3243746243725
1.5,Very Good,F,VVS2,63.8,59.0,7.17,7.25,4.6,51608.68322021754
0.31,Ideal,I,VS2,61.6,57.0,4.36,4.4,2.7,5836.485732640689
1.22,Premium,J,SI2,62.2,60.0,6.89,6.77,4.25,17479.88021279343
2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0,30465.648341215136
0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75,21158.145536180222
1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,25535.847057927967
0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72,20223.429126178646
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,29359.62805060016
0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46,10915.604470682532
0.31,Ideal,G,IF,61.8,54.0,4.36,4.38,2.7,9591.528407224721
0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,5315.264762363794
0.71,Ideal,H,SI1,62.7,55.0,5.66,5.7,3.56,12999.592796433182
0.32,Premium,J,SI1,62.2,59.0,4.41,4.37,2.73,4652.582596181426
0.9,Premium,G,VS2,61.5,60.0,6.16,6.13,3.78,22746.297005536413
0.5,Good,J,VS2,63.2,60.0,5.01,5.06,3.18,8442.438302910487
